URL,Event,Date,R_Name,B_Name,R_Result,B_Result,Bout Type,Method,Round,Time,Format,Total Time,Referee,R_KD,B_KD,R_Sig. Str. Landed,R_Sig. Str. Attempted,R_Sig. Str. %,B_Sig. Str. Landed,B_Sig. Str. Attempted,B_Sig. Str. %,R_Total Str. Landed,R_Total Str. Attempted,B_Total Str. Landed,B_Total Str. Attempted,R_TD Landed,R_TD Attempted,R_TD %,B_TD Landed,B_TD Attempted,B_TD %,R_Sub. Att,B_Sub. Att,R_Ctrl,B_Ctrl
http://ufcstats.com/fight-details/567a09fd200cfa05,UFC 1: The Beginning,1993-11-12,Gerard Gordeau,Teila Tuli,W,L,Open Weight Bout,KO/TKO,1,0.43333333333333335,No Time Limit,0.43333333333333335,Joao Alberto Barreto,0.0,0.0,3.0,5.0,60.0,0.0,1.0,0.0,3.0,5.0,0.0,1.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,,
http://ufcstats.com/fight-details/2d2bbc86e941e05c,UFC 1: The Beginning,1993-11-12,Kevin Rosier,Zane Frazier,W,L,Open Weight Bout,KO/TKO,1,4.333333333333333,No Time Limit,4.333333333333333,Joao Alberto Barreto,2.0,0.0,15.0,27.0,55.0,12.0,28.0,42.0,38.0,53.0,13.0,29.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,
http://ufcstats.com/fight-details/cecdc0da584274b9,UFC 1: The Beginning,1993-11-12,Royce Gracie,Art Jimmerson,W,L,Open Weight Bout,Submission,1,2.3,No Time Limit,2.3,Joao Alberto Barreto,0.0,0.0,0.0,3.0,0.0,0.0,0.0,,4.0,7.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,,0.0,0.0,,
http://ufcstats.com/fight-details/46acd54cc0c905fb,UFC 1: The Beginning,1993-11-12,Ken Shamrock,Patrick Smith,W,L,Open Weight Bout,Submission,1,1.8166666666666667,No Time Limit,1.8166666666666667,Joao Alberto Barreto,0.0,0.0,1.0,1.0,100.0,4.0,8.0,50.0,4.0,4.0,16.0,20.0,1.0,2.0,50.0,0.0,0.0,,2.0,0.0,,
http://ufcstats.com/fight-details/ac7ca2ec38b96c1a,UFC 1: The Beginning,1993-11-12,Gerard Gordeau,Kevin Rosier,W,L,Open Weight Bout,KO/TKO,1,0.9833333333333333,No Time Limit,0.9833333333333333,Joao Alberto Barreto,1.0,0.0,11.0,17.0,64.0,0.0,3.0,0.0,11.0,17.0,0.0,3.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,
http://ufcstats.com/fight-details/ffd16691c4c4aafc,UFC 1: The Beginning,1993-11-12,Royce Gracie,Ken Shamrock,W,L,Open Weight Bout,Submission,1,0.95,No Time Limit,0.95,Joao Alberto Barreto,0.0,0.0,0.0,0.0,,0.0,0.0,,12.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,,
http://ufcstats.com/fight-details/00b0796724ec1c09,UFC 1: The Beginning,1993-11-12,Jason DeLucia,Trent Jenkins,W,L,Open Weight Bout,Submission,1,0.8666666666666667,No Time Limit,0.8666666666666667,Joao Alberto Barreto,0.0,0.0,3.0,9.0,33.0,1.0,7.0,14.0,3.0,9.0,1.0,7.0,1.0,2.0,50.0,0.0,0.0,,1.0,0.0,,
http://ufcstats.com/fight-details/64139d1d505e46c5,UFC 1: The Beginning,1993-11-12,Royce Gracie,Gerard Gordeau,W,L,UFC 1 Tournament Title Bout,Submission,1,1.7333333333333334,No Time Limit,1.7333333333333334,Joao Alberto Barreto,0.0,0.0,1.0,2.0,50.0,0.0,0.0,,3.0,4.0,0.0,0.0,1.0,3.0,33.0,0.0,0.0,,1.0,0.0,,
http://ufcstats.com/fight-details/4acab67848e78327,UFC 2: No Way Out,1994-03-11,Scott Morris,Sean Daugherty,W,L,Open Weight Bout,Submission,1,0.3333333333333333,No Time Limit,0.3333333333333333,John McCarthy,0.0,0.0,1.0,1.0,100.0,0.0,4.0,0.0,2.0,2.0,1.0,5.0,1.0,1.0,100.0,0.0,0.0,,1.0,0.0,,
http://ufcstats.com/fight-details/4b9ae533ccb3fcdf,UFC 2: No Way Out,1994-03-11,Patrick Smith,Ray Wizard,W,L,Open Weight Bout,Submission,1,0.9666666666666667,No Time Limit,0.9666666666666667,John McCarthy,0.0,0.0,1.0,1.0,100.0,1.0,1.0,100.0,1.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,,1.0,0.0,,
http://ufcstats.com/fight-details/ccee020be2e8d9f6,UFC 2: No Way Out,1994-03-11,Johnny Rhodes,David Levicki,W,L,Open Weight Bout,KO/TKO,1,12.216666666666667,No Time Limit,12.216666666666667,John McCarthy,0.0,0.0,11.0,17.0,64.0,4.0,5.0,80.0,74.0,86.0,95.0,102.0,1.0,1.0,100.0,0.0,0.0,,0.0,0.0,,
http://ufcstats.com/fight-details/d917c8c7461b9831,UFC 2: No Way Out,1994-03-11,Frank Hamaker,Thaddeus Luster,W,L,Open Weight Bout,Submission,1,4.866666666666667,No Time Limit,4.866666666666667,John McCarthy,0.0,0.0,2.0,3.0,66.0,0.0,0.0,,14.0,15.0,0.0,0.0,1.0,1.0,100.0,0.0,1.0,0.0,3.0,0.0,,
http://ufcstats.com/fight-details/3b020d4914b44fc8,UFC 2: No Way Out,1994-03-11,Orlando Wiet,Robert Lucarelli,W,L,Open Weight Bout,KO/TKO,1,2.8333333333333335,No Time Limit,2.8333333333333335,John McCarthy,0.0,0.0,8.0,12.0,66.0,2.0,6.0,33.0,11.0,15.0,2.0,6.0,0.0,0.0,,1.0,1.0,100.0,0.0,1.0,,
http://ufcstats.com/fight-details/17ee4caf06981b81,UFC 2: No Way Out,1994-03-11,Remco Pardoel,Alberta Cerra Leon,W,L,Open Weight Bout,Submission,1,9.85,No Time Limit,9.85,John McCarthy,0.0,0.0,4.0,6.0,66.0,1.0,3.0,33.0,20.0,22.0,9.0,11.0,1.0,1.0,100.0,0.0,0.0,,1.0,0.0,,
http://ufcstats.com/fight-details/c53325be8ce33b8b,UFC 2: No Way Out,1994-03-11,Jason DeLucia,Scott Baker,W,L,Open Weight Bout,Submission,1,6.683333333333334,No Time Limit,6.683333333333334,John McCarthy,0.0,0.0,3.0,5.0,60.0,0.0,2.0,0.0,20.0,25.0,14.0,23.0,0.0,1.0,0.0,1.0,1.0,100.0,5.0,0.0,,
http://ufcstats.com/fight-details/fcd8e8ec45eb6b9f,UFC 2: No Way Out,1994-03-11,Royce Gracie,Minoki Ichihara,W,L,Open Weight Bout,Submission,1,5.133333333333334,No Time Limit,5.133333333333334,John McCarthy,0.0,0.0,2.0,4.0,50.0,3.0,7.0,42.0,110.0,114.0,12.0,16.0,1.0,1.0,100.0,0.0,0.0,,2.0,0.0,,
http://ufcstats.com/fight-details/8ea72cf82fac07f6,UFC 2: No Way Out,1994-03-11,Patrick Smith,Scott Morris,W,L,Open Weight Bout,KO/TKO,1,0.5,No Time Limit,0.5,John McCarthy,0.0,0.0,13.0,17.0,76.0,0.0,0.0,,19.0,25.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,,
http://ufcstats.com/fight-details/b72acedda7ddc006,UFC 2: No Way Out,1994-03-11,Johnny Rhodes,Fred Ettish,W,L,Open Weight Bout,Submission,1,3.1166666666666667,No Time Limit,3.1166666666666667,John McCarthy,1.0,0.0,13.0,29.0,44.0,4.0,7.0,57.0,21.0,38.0,7.0,11.0,0.0,0.0,,0.0,0.0,,1.0,0.0,,
http://ufcstats.com/fight-details/c4aa04781989699e,UFC 2: No Way Out,1994-03-11,Remco Pardoel,Orlando Wiet,W,L,Open Weight Bout,KO/TKO,1,1.4833333333333334,No Time Limit,1.4833333333333334,John McCarthy,0.0,0.0,7.0,7.0,100.0,1.0,2.0,50.0,7.0,7.0,5.0,7.0,1.0,1.0,100.0,0.0,0.0,,0.0,0.0,,
http://ufcstats.com/fight-details/5655639baecd8f6a,UFC 2: No Way Out,1994-03-11,Royce Gracie,Jason DeLucia,W,L,Open Weight Bout,Submission,1,1.1166666666666667,No Time Limit,1.1166666666666667,John McCarthy,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,100.0,1.0,0.0,,
http://ufcstats.com/fight-details/8fbdde20b712b8da,UFC 2: No Way Out,1994-03-11,Patrick Smith,Johnny Rhodes,W,L,Open Weight Bout,Submission,1,1.1166666666666667,No Time Limit,1.1166666666666667,John McCarthy,0.0,0.0,5.0,12.0,41.0,4.0,9.0,44.0,5.0,12.0,4.0,9.0,0.0,0.0,,0.0,0.0,,1.0,0.0,,
http://ufcstats.com/fight-details/aa161c7159741766,UFC 2: No Way Out,1994-03-11,Royce Gracie,Remco Pardoel,W,L,Open Weight Bout,Submission,1,1.5166666666666666,No Time Limit,1.5166666666666666,John McCarthy,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,2.0,50.0,0.0,0.0,,1.0,0.0,,
http://ufcstats.com/fight-details/00835554f95fa911,UFC 2: No Way Out,1994-03-11,Royce Gracie,Patrick Smith,W,L,UFC 2 Tournament Title Bout,KO/TKO,1,1.2833333333333332,No Time Limit,1.2833333333333332,John McCarthy,0.0,0.0,4.0,4.0,100.0,1.0,2.0,50.0,11.0,11.0,2.0,3.0,1.0,2.0,50.0,0.0,0.0,,0.0,0.0,,
http://ufcstats.com/fight-details/8887948f0c097cd8,UFC 3: The American Dream,1994-09-09,Keith Hackney,Emmanuel Yarborough,W,L,Open Weight Bout,KO/TKO,1,1.9833333333333334,No Time Limit,1.9833333333333334,John McCarthy,1.0,0.0,34.0,50.0,68.0,1.0,5.0,20.0,36.0,52.0,4.0,9.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,,
http://ufcstats.com/fight-details/56315d5ac11594a5,UFC 3: The American Dream,1994-09-09,Ken Shamrock,Christophe Leninger,W,L,Open Weight Bout,KO/TKO,1,4.816666666666666,No Time Limit,4.816666666666666,John McCarthy,0.0,0.0,8.0,9.0,88.0,1.0,2.0,50.0,16.0,20.0,21.0,23.0,1.0,1.0,100.0,0.0,0.0,,0.0,0.0,,
http://ufcstats.com/fight-details/ca837b002a318766,UFC 3: The American Dream,1994-09-09,Harold Howard,Roland Payne,W,L,Open Weight Bout,KO/TKO,1,0.7666666666666667,No Time Limit,0.7666666666666667,John McCarthy,1.0,0.0,9.0,12.0,75.0,3.0,4.0,75.0,12.0,15.0,3.0,4.0,0.0,1.0,0.0,1.0,2.0,50.0,0.0,0.0,,
http://ufcstats.com/fight-details/f65b000b7e450bcf,UFC 3: The American Dream,1994-09-09,Royce Gracie,Kimo Leopoldo,W,L,Open Weight Bout,Submission,1,4.666666666666667,No Time Limit,4.666666666666667,John McCarthy,0.0,0.0,2.0,6.0,33.0,6.0,9.0,66.0,17.0,21.0,6.0,10.0,0.0,2.0,0.0,1.0,1.0,100.0,1.0,0.0,,
http://ufcstats.com/fight-details/5167a5aec41f8b6d,UFC 3: The American Dream,1994-09-09,Ken Shamrock,Felix Lee Mitchell,W,L,Open Weight Bout,Submission,1,4.566666666666666,No Time Limit,4.566666666666666,John McCarthy,0.0,0.0,4.0,4.0,100.0,3.0,3.0,100.0,7.0,7.0,21.0,22.0,1.0,2.0,50.0,0.0,0.0,,1.0,0.0,,
http://ufcstats.com/fight-details/323f543eb8abdb36,UFC 3: The American Dream,1994-09-09,Steve Jennum,Harold Howard,W,L,UFC 3 Tournament Title Bout,KO/TKO,1,1.45,No Time Limit,1.45,John McCarthy,0.0,0.0,6.0,11.0,54.0,2.0,6.0,33.0,7.0,13.0,3.0,7.0,1.0,1.0,100.0,0.0,0.0,,0.0,1.0,,
http://ufcstats.com/fight-details/a1db4c917777aa79,UFC 4: Revenge of the Warriors,1994-12-16,Joe Charles,Kevin Rosier,W,L,Open Weight Bout,Submission,1,0.23333333333333334,No Time Limit,0.23333333333333334,John McCarthy,,,,,,,,,,,,,,,,,,,,,,
http://ufcstats.com/fight-details/b80e6a799c95d499,UFC 4: Revenge of the Warriors,1994-12-16,Marcus Bossett,Eldo Xavier Dias,W,L,Open Weight Bout,KO/TKO,1,4.916666666666667,No Time Limit,4.916666666666667,John McCarthy,,,,,,,,,,,,,,,,,,,,,,
http://ufcstats.com/fight-details/8f8f47a728c3127e,UFC 4: Revenge of the Warriors,1994-12-16,Guy Mezger,Jason Fairn,W,L,Open Weight Bout,KO/TKO,1,2.216666666666667,No Time Limit,2.216666666666667,John McCarthy,0.0,1.0,19.0,30.0,63.0,9.0,12.0,75.0,23.0,34.0,12.0,15.0,1.0,1.0,100.0,0.0,0.0,,0.0,0.0,,
http://ufcstats.com/fight-details/0b71ada6c9209fc9,UFC 4: Revenge of the Warriors,1994-12-16,Royce Gracie,Ron van Clief,W,L,Open Weight Bout,Submission,1,3.8166666666666664,No Time Limit,3.8166666666666664,John McCarthy,0.0,0.0,7.0,11.0,63.0,0.0,2.0,0.0,27.0,31.0,0.0,2.0,1.0,1.0,100.0,0.0,0.0,,1.0,0.0,,
http://ufcstats.com/fight-details/ccccc0a22b05eac6,UFC 4: Revenge of the Warriors,1994-12-16,Keith Hackney,Joe Son,W,L,Open Weight Bout,Submission,1,2.7333333333333334,No Time Limit,2.7333333333333334,John McCarthy,0.0,0.0,8.0,14.0,57.0,0.0,0.0,,10.0,16.0,4.0,4.0,0.0,0.0,,1.0,1.0,100.0,1.0,1.0,,
http://ufcstats.com/fight-details/7e7d7a488ea21f63,UFC 4: Revenge of the Warriors,1994-12-16,Steve Jennum,Melton Bowen,W,L,Open Weight Bout,Submission,1,4.783333333333333,No Time Limit,4.783333333333333,John McCarthy,0.0,0.0,13.0,40.0,32.0,1.0,4.0,25.0,29.0,70.0,48.0,59.0,2.0,3.0,66.0,0.0,0.0,,1.0,0.0,,
http://ufcstats.com/fight-details/040ecf01338dff9e,UFC 4: Revenge of the Warriors,1994-12-16,Dan Severn,Anthony Macias,W,L,Open Weight Bout,Submission,1,1.75,No Time Limit,1.75,John McCarthy,0.0,0.0,0.0,0.0,,8.0,9.0,88.0,0.0,0.0,12.0,14.0,2.0,5.0,40.0,0.0,0.0,,1.0,0.0,,
http://ufcstats.com/fight-details/9c74c2758a2c7c2e,UFC 4: Revenge of the Warriors,1994-12-16,Royce Gracie,Keith Hackney,W,L,Open Weight Bout,Submission,1,5.533333333333333,No Time Limit,5.533333333333333,John McCarthy,0.0,0.0,11.0,23.0,47.0,4.0,13.0,30.0,45.0,58.0,7.0,16.0,0.0,2.0,0.0,0.0,0.0,,3.0,0.0,,
http://ufcstats.com/fight-details/e65a23b80c869456,UFC 4: Revenge of the Warriors,1994-12-16,Dan Severn,Marcus Bossett,W,L,Open Weight Bout,Submission,1,0.8666666666666667,No Time Limit,0.8666666666666667,John McCarthy,0.0,0.0,0.0,0.0,,1.0,2.0,50.0,0.0,0.0,2.0,3.0,1.0,1.0,100.0,0.0,0.0,,1.0,0.0,,
http://ufcstats.com/fight-details/f29eec19aa5c1303,UFC 4: Revenge of the Warriors,1994-12-16,Royce Gracie,Dan Severn,W,L,UFC 4 Tournament Title Bout,Submission,1,15.816666666666666,No Time Limit,15.816666666666666,John McCarthy,0.0,0.0,0.0,4.0,0.0,4.0,7.0,57.0,80.0,84.0,27.0,43.0,0.0,0.0,,1.0,1.0,100.0,3.0,0.0,,
http://ufcstats.com/fight-details/802c0e4e228996ac,UFC 5: The Return of the Beast,1995-04-07,Dave Beneteau,Asbel Cancio,W,L,Open Weight Bout,KO/TKO,1,0.35,1 Rnd (20),0.35,Lonnie Foster,0.0,0.0,12.0,18.0,66.0,0.0,0.0,,12.0,18.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,,0.0,0.0,,
http://ufcstats.com/fight-details/fa152ada833de1d4,UFC 5: The Return of the Beast,1995-04-07,Guy Mezger,John Dowdy,W,L,Open Weight Bout,KO/TKO,1,2.033333333333333,1 Rnd (20),2.033333333333333,John McCarthy,1.0,0.0,12.0,17.0,70.0,0.0,4.0,0.0,15.0,20.0,2.0,7.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,
http://ufcstats.com/fight-details/fa3b940bd48da7e2,UFC 5: The Return of the Beast,1995-04-07,Jon Hess,Andy Anderson,W,L,Open Weight Bout,KO/TKO,1,1.3833333333333333,1 Rnd (20),1.3833333333333333,John McCarthy,0.0,0.0,17.0,28.0,60.0,2.0,2.0,100.0,30.0,41.0,6.0,6.0,0.0,0.0,,0.0,2.0,0.0,0.0,0.0,,
http://ufcstats.com/fight-details/43c2c904e1574c59,UFC 5: The Return of the Beast,1995-04-07,Todd Medina,Larry Cureton,W,L,Open Weight Bout,Submission,1,2.9166666666666665,1 Rnd (20),2.9166666666666665,John McCarthy,0.0,0.0,4.0,4.0,100.0,1.0,2.0,50.0,64.0,66.0,15.0,16.0,1.0,1.0,100.0,0.0,0.0,,1.0,0.0,,
http://ufcstats.com/fight-details/ebfe035b70080668,UFC 5: The Return of the Beast,1995-04-07,Oleg Taktarov,Ernie Verdicia,W,L,Open Weight Bout,Submission,1,2.3833333333333333,1 Rnd (20),2.3833333333333333,John McCarthy,0.0,0.0,0.0,0.0,,2.0,5.0,40.0,0.0,0.0,7.0,11.0,0.0,1.0,0.0,0.0,0.0,,1.0,0.0,,
http://ufcstats.com/fight-details/2308e0da38efd4ba,UFC 5: The Return of the Beast,1995-04-07,Dan Severn,Joe Charles,W,L,Open Weight Bout,Submission,1,1.6333333333333333,1 Rnd (20),1.6333333333333333,John McCarthy,0.0,0.0,2.0,4.0,50.0,1.0,1.0,100.0,12.0,19.0,1.0,2.0,1.0,1.0,100.0,0.0,0.0,,1.0,0.0,,
http://ufcstats.com/fight-details/db4c169722cf1e33,UFC 5: The Return of the Beast,1995-04-07,Dave Beneteau,Todd Medina,W,L,Open Weight Bout,KO/TKO,1,2.2,1 Rnd (20),2.2,John McCarthy,0.0,0.0,8.0,13.0,61.0,0.0,0.0,,22.0,28.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,,0.0,0.0,,
http://ufcstats.com/fight-details/cbf3fc8730b4ad09,UFC 5: The Return of the Beast,1995-04-07,Dan Severn,Oleg Taktarov,W,L,Open Weight Bout,TKO - Doctor's Stoppage,1,4.35,1 Rnd (20),4.35,John McCarthy,0.0,0.0,9.0,17.0,52.0,0.0,0.0,,38.0,64.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,,0.0,0.0,,
http://ufcstats.com/fight-details/db8df615610f3632,UFC 5: The Return of the Beast,1995-04-07,Ken Shamrock,Royce Gracie,D,D,UFC Superfight Championship Bout,Other,2,5.0,1 Rnd + OT (31-5),36.0,John McCarthy,0.0,0.0,10.0,22.0,45.0,3.0,12.0,25.0,98.0,123.0,355.0,366.0,1.0,1.0,100.0,0.0,1.0,0.0,0.0,0.0,,
http://ufcstats.com/fight-details/6ca94b35719eb300,UFC 5: The Return of the Beast,1995-04-07,Dan Severn,Dave Beneteau,W,L,UFC 5 Tournament Title Bout,Submission,1,3.0166666666666666,1 Rnd (30),3.0166666666666666,John McCarthy,0.0,0.0,2.0,3.0,66.0,2.0,6.0,33.0,11.0,13.0,5.0,10.0,1.0,1.0,100.0,0.0,0.0,,1.0,0.0,,
http://ufcstats.com/fight-details/b297c3e938e1005e,UFC 6: Clash of the Titans,1995-07-14,Joel Sutton,Jack McGlaughlin,W,L,Open Weight Bout,KO/TKO,1,2.0166666666666666,1 Rnd (20),2.0166666666666666,John McCarthy,,,,,,,,,,,,,,,,,,,,,,
http://ufcstats.com/fight-details/8e03db41687d9132,UFC 6: Clash of the Titans,1995-07-14,Anthony Macias,He-Man Gipson,W,L,Open Weight Bout,KO/TKO,1,3.1,1 Rnd (20),3.1,John McCarthy,,,,,,,,,,,,,,,,,,,,,,
http://ufcstats.com/fight-details/88945d70ee6c6467,UFC 6: Clash of the Titans,1995-07-14,David Abbott,John Matua,W,L,Open Weight Bout,KO/TKO,1,0.3333333333333333,1 Rnd (20),0.3333333333333333,John McCarthy,2.0,0.0,7.0,12.0,58.0,0.0,0.0,,7.0,12.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,
http://ufcstats.com/fight-details/547295977141cbc2,UFC 6: Clash of the Titans,1995-07-14,Paul Varelans,Cal Worsham,W,L,Open Weight Bout,KO/TKO,1,1.0333333333333334,1 Rnd (20),1.0333333333333334,John McCarthy,1.0,0.0,8.0,22.0,36.0,9.0,33.0,27.0,12.0,27.0,11.0,35.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,,
http://ufcstats.com/fight-details/e2b32e1683a566af,UFC 6: Clash of the Titans,1995-07-14,Patrick Smith,Rudyard Moncayo,W,L,Open Weight Bout,Submission,1,1.1333333333333333,1 Rnd (20),1.1333333333333333,John McCarthy,1.0,0.0,6.0,8.0,75.0,0.0,0.0,,10.0,13.0,2.0,2.0,2.0,2.0,100.0,0.0,1.0,0.0,1.0,0.0,,
http://ufcstats.com/fight-details/5d19fa2df1cb61a2,UFC 6: Clash of the Titans,1995-07-14,Oleg Taktarov,Dave Beneteau,W,L,Open Weight Bout,Submission,1,0.95,1 Rnd (20),0.95,John McCarthy,0.0,0.0,0.0,2.0,0.0,5.0,14.0,35.0,5.0,7.0,5.0,14.0,0.0,1.0,0.0,1.0,1.0,100.0,1.0,0.0,,
http://ufcstats.com/fight-details/43f6b0c40113d0d8,UFC 6: Clash of the Titans,1995-07-14,David Abbott,Paul Varelans,W,L,Open Weight Bout,KO/TKO,1,1.8833333333333333,1 Rnd (20),1.8833333333333333,John McCarthy,0.0,0.0,14.0,21.0,66.0,1.0,2.0,50.0,18.0,25.0,12.0,14.0,1.0,1.0,100.0,0.0,0.0,,0.0,0.0,,
http://ufcstats.com/fight-details/3c2c7c095c79a506,UFC 6: Clash of the Titans,1995-07-14,Oleg Taktarov,Anthony Macias,W,L,Open Weight Bout,Submission,1,0.15,1 Rnd (20),0.15,John McCarthy,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,,
http://ufcstats.com/fight-details/d62aec55bc142346,UFC 6: Clash of the Titans,1995-07-14,Ken Shamrock,Dan Severn,W,L,UFC Superfight Championship Bout,Submission,1,2.2333333333333334,1 Rnd + OT (30-5),2.2333333333333334,John McCarthy,0.0,0.0,2.0,5.0,40.0,2.0,2.0,100.0,2.0,5.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,,
http://ufcstats.com/fight-details/66c029f49d3c5da6,UFC 6: Clash of the Titans,1995-07-14,Oleg Taktarov,David Abbott,W,L,UFC 6 Tournament Title Bout,Submission,1,17.75,1 Rnd + OT (30-5),17.75,John McCarthy,0.0,0.0,4.0,10.0,40.0,17.0,45.0,37.0,48.0,59.0,39.0,71.0,0.0,3.0,0.0,2.0,3.0,66.0,4.0,1.0,,
http://ufcstats.com/fight-details/4b334c9727eee450,UFC 7: The Brawl in Buffalo,1995-09-08,Joel Sutton,Geza Kalman,W,L,Open Weight Bout,TKO - Doctor's Stoppage,1,0.8,1 Rnd (20),0.8,John McCarthy,,,,,,,,,,,,,,,,,,,,,,
http://ufcstats.com/fight-details/e4fe950846b51bdf,UFC 7: The Brawl in Buffalo,1995-09-08,Onassis Parungao,Francesco Maturi,W,L,Open Weight Bout,KO/TKO,1,5.433333333333334,1 Rnd (20),5.433333333333334,John McCarthy,,,,,,,,,,,,,,,,,,,,,,
http://ufcstats.com/fight-details/e9ce3a28eeb83905,UFC 7: The Brawl in Buffalo,1995-09-08,Scott Bessac,David Hood,W,L,Open Weight Bout,Submission,1,0.5166666666666667,1 Rnd (20),0.5166666666666667,Taimak Guarriello,0.0,0.0,1.0,5.0,20.0,2.0,3.0,66.0,1.0,5.0,2.0,3.0,0.0,0.0,,0.0,0.0,,2.0,0.0,,
http://ufcstats.com/fight-details/869d753568a114a6,UFC 7: The Brawl in Buffalo,1995-09-08,Paul Varelans,Gerry Harris,W,L,Open Weight Bout,KO/TKO,1,1.0833333333333333,1 Rnd (20),1.0833333333333333,John McCarthy,0.0,0.0,4.0,4.0,100.0,0.0,2.0,0.0,35.0,38.0,0.0,2.0,1.0,1.0,100.0,0.0,0.0,,0.0,0.0,,
http://ufcstats.com/fight-details/fcf632627ce40195,UFC 7: The Brawl in Buffalo,1995-09-08,Mark Hall,Harold Howard,W,L,Open Weight Bout,KO/TKO,1,1.6833333333333333,1 Rnd (20),1.6833333333333333,John McCarthy,0.0,0.0,1.0,4.0,25.0,4.0,5.0,80.0,13.0,23.0,5.0,8.0,0.0,0.0,,1.0,2.0,50.0,0.0,0.0,,
http://ufcstats.com/fight-details/ef2ccb690dcd943f,UFC 7: The Brawl in Buffalo,1995-09-08,Remco Pardoel,Ryan Parker,W,L,Open Weight Bout,Submission,1,3.0833333333333335,1 Rnd (20),3.0833333333333335,John McCarthy,0.0,0.0,0.0,0.0,,0.0,0.0,,16.0,16.0,20.0,21.0,1.0,1.0,100.0,0.0,0.0,,1.0,0.0,,
http://ufcstats.com/fight-details/9ebb7bba0b45d517,UFC 7: The Brawl in Buffalo,1995-09-08,Marco Ruas,Larry Cureton,W,L,Open Weight Bout,Submission,1,3.3833333333333333,1 Rnd (20),3.3833333333333333,John McCarthy,0.0,0.0,1.0,1.0,100.0,6.0,7.0,85.0,2.0,2.0,11.0,14.0,1.0,1.0,100.0,0.0,0.0,,3.0,1.0,,
http://ufcstats.com/fight-details/62bb4ea8bf86790c,UFC 7: The Brawl in Buffalo,1995-09-08,Paul Varelans,Mark Hall,W,L,Open Weight Bout,Submission,1,1.0166666666666666,1 Rnd (20),1.0166666666666666,John McCarthy,0.0,0.0,2.0,3.0,66.0,2.0,3.0,66.0,4.0,6.0,4.0,5.0,1.0,1.0,100.0,0.0,0.0,,2.0,0.0,,
http://ufcstats.com/fight-details/99d98a2d278bfa1f,UFC 7: The Brawl in Buffalo,1995-09-08,Marco Ruas,Remco Pardoel,W,L,Open Weight Bout,Submission,1,12.45,1 Rnd (20),12.45,John McCarthy,0.0,0.0,4.0,7.0,57.0,2.0,4.0,50.0,11.0,18.0,4.0,7.0,0.0,0.0,,1.0,1.0,100.0,2.0,2.0,,
http://ufcstats.com/fight-details/3932f8e9a74f3d11,UFC 7: The Brawl in Buffalo,1995-09-08,Ken Shamrock,Oleg Taktarov,D,D,UFC Superfight Championship Bout,Other,2,3.0,1 Rnd + OT (30-3),33.0,John McCarthy,0.0,0.0,29.0,58.0,50.0,4.0,22.0,18.0,180.0,222.0,110.0,128.0,1.0,1.0,100.0,0.0,2.0,0.0,1.0,0.0,,
http://ufcstats.com/fight-details/e7ca291dd8f5661b,UFC 7: The Brawl in Buffalo,1995-09-08,Marco Ruas,Paul Varelans,W,L,UFC 7 Tournament Title Bout,KO/TKO,1,13.283333333333333,1 Rnd + OT (30-5),13.283333333333333,John McCarthy,1.0,0.0,33.0,59.0,55.0,10.0,30.0,33.0,54.0,84.0,36.0,63.0,0.0,0.0,,0.0,0.0,,0.0,1.0,,
http://ufcstats.com/fight-details/6449a1a9a69a830c,UFC - Ultimate Ultimate '95,1995-12-16,Joe Charles,Scott Bessac,W,L,Open Weight Bout,Submission,1,4.633333333333333,1 Rnd (15),4.633333333333333,John McCarthy,,,,,,,,,,,,,,,,,,,,,,
http://ufcstats.com/fight-details/7ffcc3a72e082ace,UFC - Ultimate Ultimate '95,1995-12-16,Mark Hall,Trent Jenkins,W,L,Open Weight Bout,Submission,1,5.483333333333333,1 Rnd (15),5.483333333333333,John McCarthy,,,,,,,,,,,,,,,,,,,,,,
