UFCSTATS_BOUT_ID,RED_FIGHTER_ODDS,BLUE_FIGHTER_ODDS
6aee27cc2610b56a,2.276666667,1.646591915
98a1121ffbc47657,1.699551891,2.168
688c8b695e521ce8,2.641666667,1.492063492
61d89b0cb175430c,1.432906585,2.858333333
7ddaf46a81b7e616,1.525078779,2.563333333
31c2d8648b06a001,1.20659414,4.552
0064bbc554d85421,2.406666667,1.596558106
98b1ee14ad4ea1c6,2.5,1.549122831
bcefcb29bec709d6,2.984,1.40679351
66f0238fac31130f,1.687626503,2.188333333
13858ffdaaef5671,1.454753995,2.802
bbe3d2a2ad8d204e,1.19754386,4.7
61f0ceb980c1ae81,1.331454953,3.411666667
ac82d28aaa5faaf0,1.324143798,3.425714286
51b0cc51799e7d5d,1.43781844,2.8
6760e48a36571feb,2.097142857,1.733364354
ae674ec42bd0a979,3.211666667,1.369934791
62f487635d7a9bb0,1.429051589,2.908333333
82f2afc6d7db44f3,1.368766555,3.146666667
8d26509990b6e518,1.451813411,2.815
f8b6468621db85ca,1.632239318,2.326666667
b9b8509c568dc144,1.25189555,3.998333333
403bed9fe983b10a,1.675759597,2.235
51ae1d8a663ae1fe,3.385,1.33291625
333c9e6f3cc8f91e,1.326999544,3.404285714
9f14f080b08e6869,1.63715195,2.291666667
512f2d10f92d0d36,1.194713901,4.821428571
4eafb2657c3781f5,1.216548661,4.376666667
204fe39cf94f45dc,1.380804531,3.101666667
c92a4fe402579c49,1.298238285,3.584285714
c5e0e4ee11903076,2.818333333,1.447129088
4f7a7a0b67f085b3,1.190607583,4.73
e2a61ec3bc83da98,2.172857143,1.684912311
31362d9ea15127b2,1.395200559,3.001428571
c2fd7ee22721846c,1.641912664,2.31
e915c1987050eac8,3.572857143,1.303085758
b2013a8b4ed68c8d,1.42299441,2.912
a23b4817f0b773c8,1.267002045,3.888
9a596aaa2b9a18db,1.925826087,1.873036171
81734d11cb6a8ebb,1.608493288,2.38
0568994b8323d640,1.24189946,4.118333333
976f7f5e7537c62b,3.393333333,1.33778947
cafb86764ea92268,1.262717357,3.886666667
b74ecc368d3ecbc4,1.629943369,2.308571429
a34dc525a16ce375,1.47945258,2.672857143
c5574b79e31a1b2b,1.404168238,2.993333333
3e126f482e9a84b8,3.088,1.397745565
1992dcae0699200e,1.788991543,2.010833333
2822230000000000,2.7125,1.485587583
d23b05f33b741c47,1.375642838,3.14
f6ea148cfeb1aaf7,1.135860485,5.52
43e8fcd8e4d015fb,1.265489345,3.98
830bf05d0ee635a1,1.781451346,2.014891304
505d3d9b006014c8,3.0975,1.38236532
3818a33c9103c88f,3.0475,1.389748546
d460961065f1198b,1.619815923,2.312
9fc232c3829a1ef0,1.47985432,2.657142857
757c11f17278b06a,1.483705638,2.698333333
9b8c29f50d452025,1.617335091,2.368333333
cd5336ef8b2329f4,3.386666667,1.342283722
194f8d501f318ada,1.588291712,2.418333333
550daf3853d050ba,1.13900524,5.901666667
0510d12ad43ede89,3.635,1.300398289
cc9cabc1fc747aaf,1.322088573,3.462857143
f24db9d7c3636a2a,1.281620351,3.744285714
781017bfa44d4058,1.966740878,1.812700414
01d71345ba7ea6f9,2.5325,1.548344611
1776c84e3d22d7cc,1.455334062,2.765
cfbeeffd65101ae1,2.86,1.440214107
854c64fe481e65ee,1.498905407,2.668333333
34d1bfdde8ea3e11,1.292562262,3.685
80fd1902547e0744,1.290538397,3.685
3feb2a8de9cf37da,1.218690302,4.321666667
d5a0e8c67ed8abe0,1.380088751,3.065714286
af4cbb9072814a86,5.58,1.145330128
27868eac1d141498,1.413972854,2.921428571
64da1f4774624b72,2.235714286,1.65282459
2281dea0c5903a2f,1.147171682,5.787142857
b34fb9e15fbd6b3b,1.496481691,2.631428571
8191b8edfde3b9c3,1.815596563,1.987168387
9e99536eae6d709b,1.698964086,2.158571429
958bd435389dd12a,1.962256998,1.817888795
bfd846ad4d597bbb,1.419255804,2.908571429
e94d7bfb0c92e30d,1.250524109,3.972857143
c739195deef32b45,1.511376067,2.621428571
821c27f0dbb27e86,1.481825562,2.698571429
75577b11361cb645,1.709880957,2.141428571
2f736846aebbf12d,2.422,1.596510885
c4e16d57dd9a1b39,3.51,1.325794168
79298011365a6d90,1.2489103,4.012
44c9ca6a502db390,1.972409036,1.819393584
ecfe522e5f1e766b,1.27492894,3.876
d90567f7d4372160,1.792356898,2.016207416
83406cd29d3c2d0f,1.629857429,2.336
d8f64b001cd590fa,1.29923584,3.692
0f235698600c962e,1.243053035,4.08
11c3035dd9104e50,1.407007959,3.022
bacb62c4f2058fd8,2.043730159,1.776306027
52e07b6540fad19e,1.88172781,1.907045986
09b36c7157770516,1.998389234,1.811693624
59bd4e83d8f846ee,1.158078386,5.51
edeba52fc9b2855f,1.255815506,3.998333333
ec8ad2966a6816b3,1.316241135,3.535
0b58bd40373b1811,1.917656474,1.873338556
f7cd0a90da3be3b2,1.343935086,3.38
e65da830a1928fe6,2.628333333,1.510987445
86b8419f22f398c0,3.993333333,1.244984128
8add23232cdb36ee,1.413974408,2.99
f27bf6f21410547f,2.385,1.609904044
539eff1fe2fb39ba,1.245373348,4.072
59e653313c871c3f,1.286839609,3.862
4918b7e3600f67a1,1.251970043,4.048333333
b3f4583109b429af,1.316635985,3.566666667
c62d5962b99938de,2.108730159,1.739699381
b8927a3a2735acb0,1.641534392,2.315
02c54d382fb1c347,3.956666667,1.265121483
041dd0fae4650970,2.05047619,1.775840456
f046dfa306dc7acb,1.593369364,2.38
5a3b530c73106c5c,1.356204867,3.201428571
4da34f2980b5c58d,1.714544526,2.123197279
e9658a79cfaafbb1,1.192944771,4.758571429
20b84b2cbfb92dc7,1.405436202,2.951428571
e90dd017386025c4,1.67210522,2.224285714
591e7797363a6c89,3.272857143,1.345896523
dd5f7a14f5782f79,1.230780486,4.154285714
396214fd188c2549,1.249907928,4.122
cb7cfa8b9900878f,1.771012161,2.052063492
fb7d31b36bebc5af,2.527142857,1.541393094
1cb28e867dd749b8,1.357920108,3.232857143
08f5bdfe45082ec5,3.601428571,1.297835734
e6dd15ef9fd7927e,1.773166299,2.032597403
c598261fac8cf23a,1.153344703,5.48
92e9c53671ac8fe7,2.020808972,1.779462881
aa161809e78bef96,1.427815166,2.885714286
afb9d3476c5caafa,2.486666667,1.556100788
41b9240c854b0956,1.364913824,3.214285714
a158e4ff7ea93d43,1.573722288,2.48
e4420b9812501c17,1.759068569,2.002272727
26888b89fbd860cf,1.452659672,2.785
c9721146eba68c2a,1.865787699,1.905177489
6a663c04dfe5b88e,2.221666667,1.671999586
14c3447726332f2b,1.497777893,2.632857143
0a1f2e1f9d91bc9a,1.442508968,2.811428571
868833557ae90877,1.30471313,3.494285714
df7f3c60c523ca55,2.185714286,1.680415072
2d80f60b67791b97,1.156779487,5.38
83c5a944258d2332,1.532040328,2.543333333
cdfaa6f4154a0ee9,1.300755565,3.522857143
0d395cb5d91f811f,1.916055025,1.859520986
d89b849df7bff79b,2.294285714,1.626129823
95c229097cd2d7c3,1.35394296,3.187142857
0bf249717dacc5c3,1.401170154,3.013333333
fd05ac3ac2f7d042,4.787142857,1.180112367
995d42d9ff422ed1,1.356688018,3.2275
c1b0670419fa0894,1.327761363,3.408571429
9379672d351808a3,1.856573071,1.920514454
56aac937d9f1d13a,1.303081895,3.602
21b02cb26307ac0f,2.866666667,1.439810367
731a3120fdffa44c,1.182096477,4.757142857
39b79764bbac93cb,2.161666667,1.708682416
d9d7e8e9149e61b1,1.50598872,2.605714286
31535a79c5959be8,1.335812455,3.411666667
789a8911fcd6de13,1.563360353,2.51
798ca95afb5875ef,1.613507842,2.366666667
1df12710cfdb60f4,2.182857143,1.68961062
038c472ae3fd7728,2.305714286,1.629389323
011d818ec9bb3de6,1.304975322,3.61
ddc233f8ca7c05aa,1.564706177,2.436
a561360edf66ee6f,1.378234021,3.075
4cffb137402f7bb0,1.665954049,2.21
c642640db89fb033,1.810909823,1.94525927
47e17513aae45a95,1.201718292,4.375
4b9203b86f0aa870,1.338770921,3.27
9c7a67ce1d6a01f9,1.609803769,2.31
33e576af1d064e4e,1.684357525,2.198333333
f1100f1bc6cbb351,1.216325308,4.391666667
a7d42315236560e9,1.23583878,4.333333333
ae68274ab6f78cd8,1.841289839,1.965992939
c6a5ed1127cbc9b9,1.840537241,1.917460317
226de3e7e71f2b4f,2.701666667,1.488898158
bdb62b661d033fe2,1.375387866,3.266666667
06142a1de3bbae75,2.020324362,1.799186304
793432d042384a02,2.044126984,1.774779541
154da5e0d8541508,1.30238632,3.591666667
0bf025d86cc2a409,1.334323981,3.342857143
bcba81de8f082768,1.327586968,3.431666667
1f64e532f942ef57,1.629311884,2.365
d29dd21d8881a0e0,2.485,1.563790681
de84ebe3b8cb8cd3,1.81969064,1.977102897
7291a111058dbf0e,1.166243009,5.326666667
5060770f197e2147,1.639092538,2.316666667
54d14f98d4a83def,1.208656216,4.4775
dd400f38c483f629,2.17,1.69821826
b4bf090eb5c57903,4.051666667,1.237125027
f1423b63d81c88ea,3.842,1.26174649
eb23f3574b656624,3.768571429,1.286161087
1e87e0e4da55c92f,2.561666667,1.538351844
62fbd9d089a9a306,2.581666667,1.523594829
d1e144ce44599f3a,1.379077133,3.154285714
15750dc75b7426f3,1.483391785,2.697142857
f25d324841223f26,1.630414747,2.27
440936f9db783997,1.593584656,2.358333333
cd45a78028039f53,1.227270404,3.95
83314e1ed6f7d94e,1.307489964,3.416666667
bb0794053766a866,1.553529354,2.46
0d09e95e85efad69,1.295133053,3.48
11ca5d09db47708b,2.69,1.499916895
cfacff39c9f3b2f9,1.519164687,2.588
df28f8cb5a12ec8e,1.445750058,2.806666667
3b44d0179f94726c,1.26467041,3.83
09e7db36cd72bf61,1.508461568,2.58
fcf3b0d21df10f56,1.669699604,2.234
43712d71cec9bde6,1.378097634,3.131666667
707d6023b8723c5d,1.440749965,2.818333333
0486ad62f7dfd11e,2.018975469,1.779293561
08c5dcd426dea606,1.758702255,2.055396825
a5a5e24f4dd40fbf,3.15,1.374971751
11871325db7a13ec,2.308571429,1.629791266
4ae231bd909ceddc,1.400939798,2.968571429
1d30430af5257347,2.702857143,1.472190798
036bb5b335e93ca8,3.686666667,1.288191852
468d6da7f097e449,1.313521662,3.501428571
55bcf58be822d115,1.701663962,2.125
f8896b43f4ecf861,3.066666667,1.372189279
b6234bf015c80fc5,1.421572971,2.872857143
d9c3d7b09d8df3e4,1.527158738,2.535
6f6158830b01ea27,1.257474556,3.936
f885b95dbb354e3d,4.051666667,1.236307981
15705df8ba8dcbe1,1.413754228,2.908571429
55833bf5054126e2,1.208876697,4.47
6d1093a1c31dab94,1.463219738,2.788571429
b0dfb313364a7c80,1.326174611,3.432857143
8df2751dcbfa0fa2,1.412100287,2.945714286
ea9edb20f527b49e,2.615,1.513665302
8ead66bc1678519b,1.195352094,4.33
5a8c92dfbb16d26f,1.486517995,2.682857143
faec13fd40b6d797,3.96,1.251693866
ef6a0ee848382391,2.572,1.526388241
b71f07f052d0a48b,2.778,1.468037166
a9dc59e90779c1e3,1.606326735,2.43
28037f9be7e0781a,1.937134332,1.874829454
6a61d45818534b19,1.632481766,2.332
de495aa2ec1f1e91,1.301910664,3.74
73a4a092c1850b57,1.404143607,3.078
b0958ed411ae9675,2.251428571,1.652081606
fd292c2a587bb2f5,1.445651597,2.787142857
fa0d393a452c0809,1.516874676,2.59
6ae10aa4c6dc986d,1.357199818,3.295
4d3297af1b7889ba,1.279618137,3.805
2711e57bbef4d928,1.98184265,1.807929961
6d32a829217cf2fa,1.492139802,2.67
3445246f8e3eba24,1.561837785,2.467142857
e3c9c95b67580b9b,2.242857143,1.66323239
39f07708af6ecfc7,2.188571429,1.687597172
2a23f787fff1d837,2.538571429,1.535856969
d6e75e0238d3ad9b,1.615530303,2.35
0454bfbc49e95c16,4.712,1.196556794
4553c3ab494c2d05,1.384615385,3
e83b214695941af1,1.300104788,3.525
7c620723b6840231,1.775287704,2.083333333
c1be2b862f737c18,3.564,1.315643949
b589aba75770bc6b,1.406210893,3.013333333
aceaa32be99719b0,1.237957132,4.076
b4a81d7eb4e42c1c,1.270618696,3.77
1287c631cb74f1d9,1.423212357,2.934
329a097e0b53daac,1.765594667,2.044563739
e314474cb6a7a65c,1.366746043,3.124285714
d359fe8a99250f64,2.202857143,1.669669872
7b06e7f2b34d24b8,1.752161671,2.041428571
92ea4999f99f55fd,3.281428571,1.34178944
42a7d576dc207e63,1.199940837,4.48
a2da03d9c25b49e5,1.828472375,1.963313645
656e1040e6e007b2,1.767355607,2.06047619
b272e9a4ed7a1b23,1.319469025,3.487142857
fd61b04ee64f7f20,1.243039311,4.138
acfa3a3c0d09bb57,3.804285714,1.254349675
2ff09ddaa2b78cc4,1.659099287,2.254285714
ec271393bc31ab72,2.043197279,1.777665485
1298d89922befa8c,2.87,1.416015474
03c2cebad8d8c012,1.764554865,2.020389234
5a9ecff594dc6bb9,2.37,1.591741386
32ae3f0d43babd86,3.2625,1.366352201
d77a72e3fa8db853,2.20572843,1.673727446
5c612d2cc1f5da21,1.226354242,4.265
7a72d7448159fb59,1.282885673,3.74
1238f31a41b78528,1.40251379,3.028
92975b516e6463b6,1.784055494,2.003913043
b4627dd3bb50be2c,1.297640651,3.641428571
e60e53bdc614a0af,1.246886727,4.044285714
b0ee33ab448e252b,1.257030107,3.741666667
964245b54324810d,2.166666667,1.680279526
6c569785225fd2e7,3.708333333,1.266164326
81283a33e907dbbe,3.475,1.304445918
4f36bc6fe119c4ac,1.262765073,3.725
cb510afff3dafdab,1.378969647,3.033333333
b4ebb7576e9745e7,2.591428571,1.515887268
2c07f8ba25640237,1.608158195,2.37
b12d96ba9426b8d4,2.017913043,1.811096877
bf8164367980fcd3,2.955714286,1.410632479
7cdc6fdf983fb412,1.871611629,1.925047275
6f78fc53b8662627,1.189395622,4.76
d66f2c83c26e5b80,1.559956237,2.508
ef8f31b86469a967,4.81,1.18776722
c52e23519279d18a,2.535714286,1.545875142
0c6055509d98ed06,3,1.414764985
fc0f12be6552bfe5,1.439716273,2.88
119b156ded2af0f1,1.754690386,2.118478964
70228adf93b6434f,1.540040881,2.56
31f12d3f95576ef4,2.06136646,1.771120619
9fa3f9f7caf429d6,1.76864119,2.048455703
7f0e469103ab46b6,1.209400268,4.211666667
0b0ba5238399545c,1.395489079,2.958333333
c32b24a24d946893,1.928807845,1.82198628
4182524382590e07,3.791666667,1.247536464
f5affe923c640d0e,1.887546584,1.861675833
f6246d2b9f663e33,3.558571429,1.30254036
5ab4bdec4db84f7d,1.164578794,5.235714286
de2328aa13e5ecdc,3.253333333,1.339517716
3f0826158f87f41d,3.395714286,1.333557405
e246b6a8cd7853de,1.478134244,2.694285714
7e50ae4dbdd380a1,1.761309585,2.000396825
483d934c46351c78,3.036666667,1.374741874
a7c63a2b33049ace,1.287269731,3.591666667
afd5e85676eb697d,1.220098039,4.116666667
8e9f2b82a7b87778,1.284825469,3.6
7f9a1b6d83d08c42,1.943578644,1.803912754
a29236fcb395f443,1.746676629,2.081428571
9172138df0d70cb0,1.46288716,2.748571429
ccac56928fc2b40b,1.211524405,4.415714286
a9bc7915974b7d15,1.505539668,2.632857143
f6d078e9fe7d17c8,1.350022512,3.292857143
0949caefc6735f9b,1.507621244,2.576666667
24e14c4824144c64,2.17,1.670135015
0e05f54d8b66f317,1.233333333,3.85
47245dd345d9ef7e,1.632575758,2.283333333
78b928a602a81971,1.343588195,3.245
41e9da89f349b2bc,1.288339099,3.662857143
9d2c9d2249d4fe50,1.20649328,4.468333333
d7f9a09021a9a13c,1.334498834,3.435
c99370e3e54bd5fd,1.816625475,1.982603049
57dca2ebe96ed622,1.506740151,2.596
f338da998c4fdf53,1.498468155,2.61
db620510bbb3f0af,1.349317388,3.25
c4fa93a4f37a6ca7,3.74,1.273375286
19f615a7a5cfd304,2.67,1.476955603
bad1f36202e2c7d7,1.425407925,2.84
f4641db74fcb8ab7,1.377875165,3.074
d5e0fd3eec76f7e1,1.602922078,2.35
a570acbbcbbd151d,1.661864244,2.266
be72958d9715757d,3.483333333,1.324299523
504b540805598fa5,1.394270153,3.064
5355fd4a2598f679,1.324061966,3.493333333
1a21263dc5d866b6,1.178690946,5.136666667
20628fd4e19a97e4,2.712857143,1.476107996
adddc6e46da5ca19,3.075714286,1.384113557
840863604b38a33f,1.979931973,1.807334591
fb9b03644f559604,1.888717759,1.897217069
1fc065e1d3243594,1.261747976,3.93
2bf24d9c33bb4d49,1.677654372,2.227142857
83a7cc0b0de904b9,1.238261918,4.134285714
5e52b0bf9719f0ae,1.472426652,2.735714286
b091e021e61f1950,1.237902188,4.185
f92e8d6c96306013,1.227476727,4.326
46a7cb6937144ba2,1.62417636,2.311428571
e892b4a03304f2a4,2.844285714,1.433718039
3b0258eb19d66f8f,1.657009153,2.24
0ea087a71863184d,2.607142857,1.50930885
e716f8079c60bc66,1.175084175,5.125
aefca2869c87eb11,2.3,1.643212439
b4d624bdc27dff83,1.413086689,2.96
241a722f3b042c59,1.609874397,2.376666667
ca93e3f69fa3d725,1.955651004,1.845064923
9f6f356a56e4fe6f,2.227142857,1.669391471
a41be337367884e6,1.19383003,4.802857143
dd56acbfb08aa6b2,1.390151294,3.045714286
eb62bfcd3d96a182,1.484688201,2.672857143
f63a647b74359194,1.615549953,2.381666667
2270b89b17067838,2.445714286,1.580847081
9368a80ba62d87e2,1.230878144,4.15
275c22a93bdd84d8,1.972432801,1.824407089
d215c4e6dc1346ae,1.248968071,4.141666667
7aa7b0c5706a0492,1.371221759,3.251666667
43f0495855470427,2.928333333,1.426033204
2059fd17f2ff4e4a,1.434699151,2.851428571
4be101dd6883d9bb,1.683937879,2.197142857
828776734a528b62,1.406622179,2.974285714
103b36a1b9d98102,1.644391804,2.29
0ae251dd5c0b5304,1.353821098,3.264285714
3b8e793ed8151a51,1.250641781,4.018571429
d89e004e3992c5a4,3.987142857,1.254929203
e74e3c2a96fa9c55,1.458126678,2.805714286
5755a68d39867abc,1.66201297,2.288333333
d0e4876ab954d27d,1.142363841,6.254
8afb878a0900372e,2.675714286,1.488859324
9eaea5e0165802d0,1.688939905,2.162857143
713c9b6d0abe5cfc,1.163764937,5.307142857
2e8217f029c25a3a,3.467142857,1.322497414
b32acf1c70321321,2.225,1.67286003
c16403197580e0af,2.892857143,1.422872576
eeb8b25df8543e0f,1.496960642,2.645714286
2328c7832a356a6d,1.43432282,2.84
516868e246064e2b,1.374659161,3.15
17cda9957f96883f,1.265782555,3.89
8d986c9ee38daf19,1.305446288,3.584285714
2fec2ba8ea346a3a,1.384421181,3.053333333
a2e7273a95d5db4a,3.303333333,1.343989444
867904bc58d656df,2.358333333,1.606453168
3a1d4016452477f5,2.445,1.573494369
e1f77d40503e5259,4.833333333,1.188508616
354a92ca4fd824a1,2.464285714,1.569092943
38ea5a7a5b4932cb,1.673157063,2.251666667
5a6861ca6d7fd021,1.240152682,4.14
29c9e57b23116aa2,1.129189343,6.548
63f744d672fbb8b4,1.120102285,6.56
c795c4b7beb89bee,1.590414852,2.448333333
189d14e4e1602c48,1.375781715,3.186666667
d4415f08ba3e017e,2.905,1.428430938
e3846855a38f0bce,4.213333333,1.237549454
59f77a6ecd041dff,1.211337128,4.531666667
351dccf63078a20e,1.173673326,5.266666667
44adac5d05f7e883,1.946119628,1.869854948
19425b506594d5c7,1.94389091,1.870393078
fc2badbeebf85ebf,1.497530121,2.681428571
bb58aad30b58b1e4,1.388922829,3.155
1572dbb2433d2201,1.530994729,2.598571429
5000a0bde6213fd9,1.688330865,2.191428571
6190569c372725bf,1.525691231,2.62
8ba089858a7d647b,1.261012142,3.874285714
655a110a0bd2ea42,1.29079729,3.793333333
3832958c913305f0,1.210428839,4.816
96f51af6a93b94c6,1.798746867,2.029121831
7f35ce1469dab556,1.504285635,2.654285714
26025a42e011229f,5.764285714,1.153406627
094a77eecd56a27a,1.306809262,3.634285714
f89589236dc3cbd7,1.545221799,2.564285714
3046c0d0208a65f1,1.86865774,1.944523465
fcac56089f65d04e,1.963851858,1.824921483
ab7934f39038ab27,3.28,1.352666902
e7cb3f5cb39c33e6,1.290667881,3.704285714
37e2f89510cc0bba,2.794285714,1.453607196
c40fd062610d4e61,1.798730159,2.018656371
72d69e969eda8679,1.453008769,2.801428571
0031c043c9f14eb8,2.222857143,1.67217377
dd7920cac66bed25,1.60721151,2.377142857
11774c581b818e30,1.428129673,2.87
9ae6a6f0f0730fa1,2.435714286,1.582301048
8c3179f0fd62af14,2.013537415,1.788855509
a9da6a31229b136c,2.61,1.52880816
c3e49cc87bd262c8,1.697161679,2.198333333
3657196c2f624138,2.468333333,1.578890759
3eb829eb77256ac0,1.462802255,2.803333333
76ca3d1cefd6945a,1.486772705,2.728333333
256c9a39386f94a9,1.942070707,1.862413332
9b38456520395242,1.550836551,2.551666667
a754766050409638,3.674,1.29800892
13fa791f0772250c,2.174,1.683825273
8c082a3c69e2d192,1.532899423,2.596666667
6e62908d6639dcdb,2.411428571,1.59050129
bb7df9a9c9a69914,2.593333333,1.534273404
458e6de1b9ef3500,1.383106933,3.088333333
16cab4b91e2c8881,2.316,1.665370452
20d28c177a7d43a4,2.545,1.553470764
07ba406a1d0a5a71,1.332186451,3.458571429
b5608e83faac1387,1.550453174,2.515714286
536c26ef4da9ace7,1.465811728,2.8925
4c5a2a3cf2bea222,1.497246624,2.644285714
049659c5a58ebb61,2.78,1.465189174
d9c61052035c9b69,1.726665426,2.142857143
92dea6ff8f0c1b10,1.503129892,2.675
db1c5b5a710fbdb0,3.448333333,1.334983455
a3902e22c10725c4,2.585,1.53379773
26800d759ba50371,1.584521687,2.4975
860954fbe26b867a,2.81,1.454868901
71cb15f6dbdaccd8,2.010396825,1.808514009
a01524699dfa3526,1.320950701,3.58
c0dc7511452ed0f8,2.588571429,1.534535769
743f9df5bdfbcb95,2.69,1.502564103
7949430ebc47f31b,1.153103195,5.9
951d11f8684ed734,1.395028109,3.044
55e12d44e9e524cf,1.514024239,2.61
0072df705378477c,3.97,1.25298374
2592954ad51764b0,1.25423098,4.01
10e35a0667d39086,5.85,1.137222569
57d481c10c842ba2,1.78654455,2.025221219
241a307a9c3d9a21,3.774285714,1.291008738
10fd87a88178aedd,2.592857143,1.53357164
3559cab3329e5431,1.965172846,1.862630204
c92c53954903554a,1.95633863,1.854992137
bcab3ebdc21b0b64,1.213709347,4.613333333
9443197a9e0a22a2,1.36875272,3.225
dacca5ea6be14d08,1.518186678,2.635
18cfc2f58d20c0f2,1.372499505,3.17
65290fc5216c2a73,1.845637645,1.975093795
a5962421d687de8f,1.268119398,3.878571429
17a8fbfbe8d32258,1.491624654,2.76
f484290346cfcf73,1.623617369,2.37
4bb7363bb03628f6,1.441103436,2.882857143
bec66de67818a9b1,1.176165881,5.151428571
3d38022fdcb3b5c9,3.381428571,1.348980414
88ef809a0fde3900,1.365281473,3.201428571
a4bc92bfe82d0547,2.73,1.468795734
f1ffe3ba615ad7b9,2.616666667,1.522407022
2f2ac4c08e763d38,1.605516585,2.378571429
b972f998103731da,1.549270365,2.56
25137d9cc8b47f57,2.056775885,1.763399377
2aeba1cc4004d0bc,3.142,1.386378308
108140213049e629,1.733304491,2.12
a24121c70f773fe2,1.587744882,2.415714286
48db60440ead6f6d,1.419863295,2.941666667
bd057764cb51f065,1.46805351,2.773333333
a8b22e990cba6144,1.588168471,2.47
b30bb2ba5b68a180,1.981839513,1.827988814
c22d25f1febd8d09,1.3321662,3.48
b2717e8f7e7a196f,1.642934354,2.308571429
1733594124569590,1.348614821,3.334285714
8e2e14693e04bf45,1.724998137,2.2225
81b5e933186a685a,2.82,1.45501801
5b986cd7289a0884,2.156666667,1.728219569
7e3679992f2c6ff6,2.504285714,1.563712665
301b145c186635de,1.389654563,3.112857143
8c8d46d89bf899e8,2.964285714,1.408694156
62d4a918256c83e8,1.473123534,2.718571429
676f5091ce2c3c90,1.522645094,2.575714286
9f2e58bf880157b2,2.508571429,1.551409753
