,name,url
834,Edwin DeWees,http://ufcstats.com/fighter-details/75bbd2206a15319f
835,Alessio Di Chirico,http://ufcstats.com/fighter-details/77d7295d1b22c694
836,Micol Di Segni,http://ufcstats.com/fighter-details/8126e4dff0cdf69e
837,Cyrille Diabate,http://ufcstats.com/fighter-details/43563a32c3f10e95
838,Thomas Diagne,http://ufcstats.com/fighter-details/8567466ae167216b
839,Marc Diakiese,http://ufcstats.com/fighter-details/32c355b04fc57f3a
840,Tyler Diamond,http://ufcstats.com/fighter-details/f5f6419c5f00abad
841,Blood Diamond,http://ufcstats.com/fighter-details/9edf2c9082cc2cd8
842,Eldo Xavier Dias,http://ufcstats.com/fighter-details/ee5df903f80c6816
843,Rafael Dias,http://ufcstats.com/fighter-details/b5abaa65f87938eb
844,Hacran Dias,http://ufcstats.com/fighter-details/ed209f6618c82e41
845,Nick Diaz,http://ufcstats.com/fighter-details/f57a8a52ca401ed9
846,Nate Diaz,http://ufcstats.com/fighter-details/8355922d564b152c
847,Michael Diaz,http://ufcstats.com/fighter-details/5e7a48e469770615
848,Ryan Diaz,http://ufcstats.com/fighter-details/ceee5dd37253199a
849,Adrian Diaz,http://ufcstats.com/fighter-details/bfa8f263815cfa2e
850,Ozzy Diaz,http://ufcstats.com/fighter-details/6967153c7edb4d87
851,Mark Dickman,http://ufcstats.com/fighter-details/2482ef3331a82e75
852,Josh Diekmann,http://ufcstats.com/fighter-details/414bddf0c80c41e1
853,Kyle Dietz,http://ufcstats.com/fighter-details/31da66df48c0c1a0
854,Seth Dikun,http://ufcstats.com/fighter-details/eb42d4febfafefd1
855,TJ Dillashaw,http://ufcstats.com/fighter-details/c849740a3ff51931
856,Ralph Dillon,http://ufcstats.com/fighter-details/b4f7a2d8ecc5e0c3
857,Drew Dimanlig,http://ufcstats.com/fighter-details/cc2ad11b1f9d818b
858,Rodolfo Marques Diniz,http://ufcstats.com/fighter-details/2d2239d0f6fa83dd
859,Helio Dipp,http://ufcstats.com/fighter-details/73eb2a552c92a821
860,Rico DiSciullo,http://ufcstats.com/fighter-details/ec7f7263bf36579b
861,Matt Dixon,http://ufcstats.com/fighter-details/1db445a4468447d0
862,John Dixson,http://ufcstats.com/fighter-details/ad4e9055bf8cd04d
863,Anthony Do,http://ufcstats.com/fighter-details/7c9aeba0c4d4bd78
864,Russell Doane,http://ufcstats.com/fighter-details/f50d95223751e6ca
865,Drew Dober,http://ufcstats.com/fighter-details/519e4fe37ce9ff75
866,Shana Dobson,http://ufcstats.com/fighter-details/122ac9b816d8b71c
867,AJ Dobson,http://ufcstats.com/fighter-details/009c4420727149ea
868,David Dodd,http://ufcstats.com/fighter-details/c2a7623f398d9bd7
869,John Dodson,http://ufcstats.com/fighter-details/99506df1af6c8b3b
870,Joe Doerksen,http://ufcstats.com/fighter-details/dbaaf42313af90fa
871,Mike Dolce,http://ufcstats.com/fighter-details/29b5791e51e7e832
872,Roman Dolidze,http://ufcstats.com/fighter-details/327d5f279895110d
873,Cameron Dollar,http://ufcstats.com/fighter-details/3bbcd63a016d9715
874,CB Dollaway,http://ufcstats.com/fighter-details/5d7bdab5e03e3216
875,Dennis Dombrow,http://ufcstats.com/fighter-details/4145caa2c999fbac
876,OJ Dominguez,http://ufcstats.com/fighter-details/1a50e734bb54861a
877,John Donaldson,http://ufcstats.com/fighter-details/1c610f900f9884ab
878,Cody Donovan,http://ufcstats.com/fighter-details/7bc96507e4b38d3b
879,Houston Dorr,http://ufcstats.com/fighter-details/312f47c3d2f83ffa
880,Rafael Dos Anjos,http://ufcstats.com/fighter-details/6a2f7c151031653d
881,Junior Dos Santos,http://ufcstats.com/fighter-details/63def5a5662a6917
882,Geronimo dos Santos,http://ufcstats.com/fighter-details/b51f6791c794e289
883,Antonio Dos Santos,http://ufcstats.com/fighter-details/81b8b3fb019dc69d
884,Anderson Dos Santos,http://ufcstats.com/fighter-details/bbc9ab95fa766493
885,Acacio Dos Santos,http://ufcstats.com/fighter-details/957562fdf68a725a
886,Tiago dos Santos e Silva,http://ufcstats.com/fighter-details/8ce87f7e3a9baed2
887,Oleksandr Doskalchuk,http://ufcstats.com/fighter-details/86cb6f5b1ca98dc0
888,David Douglas,http://ufcstats.com/fighter-details/7cf0944b88966118
889,Damion Douglas,http://ufcstats.com/fighter-details/ce3b669e39418414
890,Cedric Doumbe,http://ufcstats.com/fighter-details/5159e6ee100c717e
891,John Dowdy,http://ufcstats.com/fighter-details/e780ccc79a209985
892,Jordan Dowdy,http://ufcstats.com/fighter-details/0d9312337fdce39a
893,Danny Downes,http://ufcstats.com/fighter-details/a66395395b5f1394
894,Derek Downey,http://ufcstats.com/fighter-details/b05086131c6f5dc5
895,John Doyle,http://ufcstats.com/fighter-details/0509b954421bb327
896,Edson Drago,http://ufcstats.com/fighter-details/f9c7fe2682af3802
897,Kyle Driscoll,http://ufcstats.com/fighter-details/e5e148d4363deff8
898,Chris Drumm,http://ufcstats.com/fighter-details/5fd834edd92c9e50
899,Tomasz Drwal,http://ufcstats.com/fighter-details/679a9054e2815943
900,Robert Drysdale,http://ufcstats.com/fighter-details/d2a9be6bf2de624c
901,Dricus Du Plessis,http://ufcstats.com/fighter-details/0d7b51c9d2649a6e
902,Hugo Duarte,http://ufcstats.com/fighter-details/706404da0775dcbc
903,Antonio Duarte,http://ufcstats.com/fighter-details/29b5d32584e02d8d
904,Joe Duarte,http://ufcstats.com/fighter-details/454c3e9d4cd4a1b3
905,Emily Ducote,http://ufcstats.com/fighter-details/02f8fedc18cbd26c
906,Viktoriia Dudakova,http://ufcstats.com/fighter-details/6c9b66b43663f2f7
907,Milana Dudieva,http://ufcstats.com/fighter-details/072a10e85f7d4bff
908,Adin Duenas,http://ufcstats.com/fighter-details/cb6c45b26b0a877a
909,Todd Duffee,http://ufcstats.com/fighter-details/bda04c573563cc2e
910,Joe Duffy,http://ufcstats.com/fighter-details/654ae722109a0d31
911,Alexis Dufresne,http://ufcstats.com/fighter-details/4ae4049426e0161d
912,Jessamyn Duke,http://ufcstats.com/fighter-details/a7ddae0be8b78147
913,Isaac Dulgarian,http://ufcstats.com/fighter-details/a57cb948c4c70a47
914,Kelly Dullanty,http://ufcstats.com/fighter-details/1a225f04aa6e0739
915,Sedriques Dumas,http://ufcstats.com/fighter-details/4e6738062d469256
916,Norma Dumont,http://ufcstats.com/fighter-details/d3f5d33d61cd00c9
917,Chris Duncan,http://ufcstats.com/fighter-details/fd406a32a6fb3a29
918,Christian Duncan,http://ufcstats.com/fighter-details/a93f94c923c3a9cb
919,Evan Dunham,http://ufcstats.com/fighter-details/e5c9de15bb58b1c6
920,Alex Dunworth,http://ufcstats.com/fighter-details/31732a614e7a3d1d
921,Tom Duquesnoy,http://ufcstats.com/fighter-details/e979c76341f19b22
922,Albert Duraev,http://ufcstats.com/fighter-details/6b7c7460855dbbb9
923,Reuben Duran,http://ufcstats.com/fighter-details/4417980b3e798abf
924,Cody Durden,http://ufcstats.com/fighter-details/7f6ed67d3ed3c036
925,Luiz Dutra,http://ufcstats.com/fighter-details/2153a7f8396a46cc
926,Rilley Dutro,http://ufcstats.com/fighter-details/43db649da89fac4b
927,Bill Duvall,http://ufcstats.com/fighter-details/7df4d3c38792b083
928,Merab Dvalishvili,http://ufcstats.com/fighter-details/c03520b5c88ed6b4
929,David Dvorak,http://ufcstats.com/fighter-details/9ada30894bf04e19
930,Matt Dwyer,http://ufcstats.com/fighter-details/8f0d576beba1cfcd
931,Rolando Dy,http://ufcstats.com/fighter-details/55ed59d541f8b90c
932,Ben Earwood,http://ufcstats.com/fighter-details/ee457ef1e1c326c1
933,Cody East,http://ufcstats.com/fighter-details/5713c1d2fac539ac
934,Marvin Eastman,http://ufcstats.com/fighter-details/05866d8c3a321856
935,Mike Easton,http://ufcstats.com/fighter-details/bc7230f231701d66
936,Maurice Eazel,http://ufcstats.com/fighter-details/4acb99524a9a81ab
937,Vincent Eazelle,http://ufcstats.com/fighter-details/ec421d5de0aea624
938,Ross Ebanez,http://ufcstats.com/fighter-details/a5b0bd216d8ba84e
939,Brian Ebersole,http://ufcstats.com/fighter-details/32ba186f4b0e3267
940,Roybert Echeverria,http://ufcstats.com/fighter-details/20b13e96668caaa4
941,Mark Eddiva,http://ufcstats.com/fighter-details/40ff198adda94b9f
942,Frankie Edgar,http://ufcstats.com/fighter-details/f2688492b9a525a3
943,Abdul-Kerim Edilov,http://ufcstats.com/fighter-details/37e03538c960bac6
944,Johnny Eduardo,http://ufcstats.com/fighter-details/528c24b99fbaab79
945,Yves Edwards,http://ufcstats.com/fighter-details/5f04e3d58d9ce982
946,Justin Edwards,http://ufcstats.com/fighter-details/e56daf7725a0b5ab
947,Leon Edwards,http://ufcstats.com/fighter-details/f1fac969a1d70b08
948,Te Edwards,http://ufcstats.com/fighter-details/ef44e4ea9050f2ea
949,Adli Edwards,http://ufcstats.com/fighter-details/e6904a03a66e711d
950,Joselyne Edwards,http://ufcstats.com/fighter-details/f9ab66e67240db7b
951,Tom Egan,http://ufcstats.com/fighter-details/eae4aec1a5a8ff01
952,Stephanie Egger,http://ufcstats.com/fighter-details/5e6294b37bbef029
953,Justin Eilers,http://ufcstats.com/fighter-details/27fc9218a3653e3c
954,Jon Olav Einemo,http://ufcstats.com/fighter-details/0577808d22dfe79c
955,Per Eklund,http://ufcstats.com/fighter-details/58bc81376286b3d3
956,John Elam,http://ufcstats.com/fighter-details/22d80fb67e50ab0b
957,Evan Elder,http://ufcstats.com/fighter-details/d9a56ecb6e94f02e
958,John Paul Elias,http://ufcstats.com/fighter-details/e873203fd50542f6
959,Joao Elias,http://ufcstats.com/fighter-details/1a064688481f66e1
960,Saul Elizondo,http://ufcstats.com/fighter-details/e295b96f135d758a
961,Darren Elkins,http://ufcstats.com/fighter-details/92a9aa9c93192871
962,Jake Ellenberger,http://ufcstats.com/fighter-details/d81ac739417d7f53
963,Joe Ellenberger,http://ufcstats.com/fighter-details/8e8e4487c621aa1c
964,Tim Elliott,http://ufcstats.com/fighter-details/c96d9178c9ed9e62
965,Eddy Ellis,http://ufcstats.com/fighter-details/e60d773a0a42048a
966,Lisa Ellis,http://ufcstats.com/fighter-details/77350fd0e6d1dba8
967,Anna Elmose,http://ufcstats.com/fighter-details/1536a25e16fc299b
968,Cameron Else,http://ufcstats.com/fighter-details/5f3da9a9610d8969
969,Aaron Ely,http://ufcstats.com/fighter-details/1741343f0ca34dd5
970,Sovannahry Em,http://ufcstats.com/fighter-details/45c8fed13a62fe92
971,Ramazan Emeev,http://ufcstats.com/fighter-details/abd5fb12437eda21
972,Aleksander Emelianenko,http://ufcstats.com/fighter-details/f54200f1dfb9b5d4
973,Fedor Emelianenko,http://ufcstats.com/fighter-details/b8da6f5c80ae2d15
974,Rob Emerson,http://ufcstats.com/fighter-details/dc0f07928009a127
975,Jamall Emmers,http://ufcstats.com/fighter-details/e00a3dee329a51f7
976,Josh Emmett,http://ufcstats.com/fighter-details/fba03cd6cc28dc41
977,Marius Enache,http://ufcstats.com/fighter-details/e3f443e4cbc3da8f
978,Kevin Engel,http://ufcstats.com/fighter-details/d2f310b5b072e986
979,Kolton Englund,http://ufcstats.com/fighter-details/4122da4f791b2f4f
980,Oliver Enkamp,http://ufcstats.com/fighter-details/330bafba312face4
981,Alex Enlund,http://ufcstats.com/fighter-details/d238217e0f8ea8e1
982,Kenny Ento,http://ufcstats.com/fighter-details/daf9be103c1edbbd
983,Ian Entwistle,http://ufcstats.com/fighter-details/d7adfcfdf7c6c1f8
984,Andy Enz,http://ufcstats.com/fighter-details/993d385f5a475375
985,Won Jin Eoh,http://ufcstats.com/fighter-details/bc7cf284c1c2f16e
986,Josh Epps,http://ufcstats.com/fighter-details/984b0c4c6e773a1c
987,Stephen Erczeg,http://ufcstats.com/fighter-details/32ab52e5de93092d
988,Tom Erikson,http://ufcstats.com/fighter-details/7b9a85e5ff31ef47
989,Konstantin Erokhin,http://ufcstats.com/fighter-details/22061ff217907c78
990,Julian Erosa,http://ufcstats.com/fighter-details/902ec2cc48c8ae8a
991,Jarno Errens,http://ufcstats.com/fighter-details/082eba4cd80f736f
992,Nick Ertl,http://ufcstats.com/fighter-details/74061adb224be3cc
993,Chel Erwin-Davis,http://ufcstats.com/fighter-details/c26ea30823f37316
994,Bobby Escalante,http://ufcstats.com/fighter-details/f7ede18b4ec4ec1f
995,Eric Esch,http://ufcstats.com/fighter-details/0e4daed84a8f39a6
996,Pro Escobedo,http://ufcstats.com/fighter-details/b36874652ed7715d
997,Cole Escovedo,http://ufcstats.com/fighter-details/5df17b3620145578
998,Efrain Escudero,http://ufcstats.com/fighter-details/83fd97284f4bb4a4
999,Evan Esguerra,http://ufcstats.com/fighter-details/ed220e87bef0cc64
1000,Carla Esparza,http://ufcstats.com/fighter-details/d910665038efc639
1001,Juan Espino,http://ufcstats.com/fighter-details/ccf5dc41417e9daf
1002,Jordan Espinosa,http://ufcstats.com/fighter-details/215a70f073a7b726
1003,Jodie Esquibel,http://ufcstats.com/fighter-details/411539901068522f
1004,Rafael Estevam,http://ufcstats.com/fighter-details/83455a9d17f57dae
1005,Achilles Estremadura,http://ufcstats.com/fighter-details/41f3cfdab0b22236
1006,Shaun Etchell,http://ufcstats.com/fighter-details/ea9bfe9c25037bba
1007,Terry Etim,http://ufcstats.com/fighter-details/33011768c3c4dc9a
1008,Fred Ettish,http://ufcstats.com/fighter-details/8d5daf67983b65ba
1009,Scott Ettling,http://ufcstats.com/fighter-details/74b5736f1df40be3
1010,Sijara Eubanks,http://ufcstats.com/fighter-details/4234f0097c83fa62
1011,Billy Evangelista,http://ufcstats.com/fighter-details/9766ed20b68c7c33
1012,Rashad Evans,http://ufcstats.com/fighter-details/ee779c43a8926d52
1013,Doug Evans,http://ufcstats.com/fighter-details/d3de4a24f7eefac8
1014,Ashlee Evans-Smith,http://ufcstats.com/fighter-details/fc6e681bf6658faf
1015,Dan Evensen,http://ufcstats.com/fighter-details/dd8aec6de7035943
1016,Tonya Evinger,http://ufcstats.com/fighter-details/b12a1d19ee383b7c
1017,Movsar Evloev,http://ufcstats.com/fighter-details/76e2870ffafbe38f
1018,Andre Ewell,http://ufcstats.com/fighter-details/5f6f049d54728e88
1019,Neal Ewing,http://ufcstats.com/fighter-details/0798f558681d0eb5
1020,Jessica Eye,http://ufcstats.com/fighter-details/f72465a784c1b084
1021,Edward Faaloloto,http://ufcstats.com/fighter-details/6224e8d0a34264eb
1022,Urijah Faber,http://ufcstats.com/fighter-details/78114b7199cef90c
1023,Melinda Fabian,http://ufcstats.com/fighter-details/8c020156779f7888
1024,Wagnney Fabiano,http://ufcstats.com/fighter-details/40389d39a92f5bfa
1025,Bartosz Fabinski,http://ufcstats.com/fighter-details/e17ac6410c8377f4
1026,Ron Faircloth,http://ufcstats.com/fighter-details/453ee00c3e1ae9dd
1027,Jason Fairn,http://ufcstats.com/fighter-details/adea9f0090aa8e14
1028,Zarah Fairn,http://ufcstats.com/fighter-details/862b0b3375aa4b6e
1029,Rinat Fakhretdinov,http://ufcstats.com/fighter-details/8f765fd5775a8873
1030,Maiquel Falcao,http://ufcstats.com/fighter-details/d58478ded5534695
1031,Pedro Falcao,http://ufcstats.com/fighter-details/f7be1db194e03d7e
1032,Brodie Farber,http://ufcstats.com/fighter-details/91d73ee59347ac16
1033,Joao Paulo Faria,http://ufcstats.com/fighter-details/04e9955f33e0c267
1034,Kalindra Faria,http://ufcstats.com/fighter-details/27b164b0d1833df0
1035,Chance Farrar,http://ufcstats.com/fighter-details/49c7236c737d7e59
1036,Rico Farrington,http://ufcstats.com/fighter-details/f89e6e66b9b112de
1037,Kelly Faszholz,http://ufcstats.com/fighter-details/9c42a0de8e012870
1038,Rodney Faverus,http://ufcstats.com/fighter-details/5af26b3201690d29
1039,Paul Felder,http://ufcstats.com/fighter-details/e5010b1b94ca5755
1040,Carlos Felipe,http://ufcstats.com/fighter-details/a2ea77e974c5889f
1041,JP Felty,http://ufcstats.com/fighter-details/954e3f4e2b0e6510
1042,Kevin Ferguson,http://ufcstats.com/fighter-details/27541033b97c076d
1043,Rhadi Ferguson,http://ufcstats.com/fighter-details/15f4550e017f6c7d
1044,Tony Ferguson,http://ufcstats.com/fighter-details/22a92d7f62195791
1045,Josh Ferguson,http://ufcstats.com/fighter-details/b0f316c60f8d3b47
1046,CJ Fernandes,http://ufcstats.com/fighter-details/979f7edbb6980b0d
1047,Bibiano Fernandes,http://ufcstats.com/fighter-details/cbc071cb20ea59c7
1048,Gabriella Fernandes,http://ufcstats.com/fighter-details/a6eb54ae17a551be
1049,Alexandre Ferreira,http://ufcstats.com/fighter-details/28ba5f27e473420c
1050,Cezar Ferreira,http://ufcstats.com/fighter-details/dbc17725b887860a
1051,Diego Ferreira,http://ufcstats.com/fighter-details/f53d4f21d1b5f2dc
1052,Erisson Ferreira,http://ufcstats.com/fighter-details/1c2a8915f8431507
1053,Brunno Ferreira,http://ufcstats.com/fighter-details/1e719d4b676dc19a
1054,Scott Ferrozzo,http://ufcstats.com/fighter-details/977081bc01197656
1055,Timo Feucht,http://ufcstats.com/fighter-details/8c21eb9fd7c4c203
1056,Andre Fialho,http://ufcstats.com/fighter-details/33efaf2d0941cfcf
1057,Drew Fickett,http://ufcstats.com/fighter-details/d814f5192e58fb2f
1058,Scott Fiedler,http://ufcstats.com/fighter-details/0ec821423baa26bd
1059,Ron Fields,http://ufcstats.com/fighter-details/6e380a4d73ab4f0e
1060,Michal Figlak,http://ufcstats.com/fighter-details/b4c57a8c2b773e82
1061,Deiveson Figueiredo,http://ufcstats.com/fighter-details/aa72b0f831d0bfe5
1062,Francisco Figueiredo,http://ufcstats.com/fighter-details/cdadae5363b66eef
1063,Anthony Figueroa,http://ufcstats.com/fighter-details/daff32bc96d1eabf
1064,Edwin Figueroa,http://ufcstats.com/fighter-details/bbfca6d5c27d9cd8
1065,Paulo Filho,http://ufcstats.com/fighter-details/2abdead94ce73552
1066,Jafel Filho,http://ufcstats.com/fighter-details/65adf3856c4d9256
1067,Andre Fili,http://ufcstats.com/fighter-details/8fd808923cffff82
1068,Mirko Filipovic,http://ufcstats.com/fighter-details/c32fb8c0f6471a4d
1069,Brady Fink,http://ufcstats.com/fighter-details/997b4f52f76a0b53
1070,Jesse Finney,http://ufcstats.com/fighter-details/0496cdac0bc9edd8
1071,Jan Finney,http://ufcstats.com/fighter-details/3317823959d32a05
1072,Luigi Fioravanti,http://ufcstats.com/fighter-details/9583662df31d943f
1073,Nick Fiore,http://ufcstats.com/fighter-details/036e96c1c12b8a59
1074,Manon Fiorot,http://ufcstats.com/fighter-details/34ff304266360297
1075,Luiz Firmino,http://ufcstats.com/fighter-details/16d09e800ad7ec79
1076,Spencer Fisher,http://ufcstats.com/fighter-details/f34312c2ccfa0e00
1077,Chris Fishgold,http://ufcstats.com/fighter-details/bebb4ae55ac2bf6f
1078,Bryanna Fissori,http://ufcstats.com/fighter-details/5517bd590dbbe1f8
1079,Jon Fitch,http://ufcstats.com/fighter-details/6f018c039b4d5d80
1080,Isi Fitikefu,http://ufcstats.com/fighter-details/b8dc5fbf8338adc5
1081,Rafael Fiziev,http://ufcstats.com/fighter-details/c814b4c899793af6
1082,Colin Fletcher,http://ufcstats.com/fighter-details/7d09200f6a77b20e
1083,AJ Fletcher,http://ufcstats.com/fighter-details/725b1abc9a39d873
1084,Jimmy Flick,http://ufcstats.com/fighter-details/09e62c450e754913
1085,Luke Flores,http://ufcstats.com/fighter-details/b5f44dcb863f595b
1086,Ty Flores,http://ufcstats.com/fighter-details/4bb0f74d5e26f89a
1087,Alejandro Flores,http://ufcstats.com/fighter-details/d23d5960ac5e117c
1088,Kenny Florian,http://ufcstats.com/fighter-details/cb139171ed1b69fe
1089,Darrius Flowers,http://ufcstats.com/fighter-details/65db4065e2bc107d
1090,Cody Floyd,http://ufcstats.com/fighter-details/8164250600b7c91b
1091,Bobby Flynn,http://ufcstats.com/fighter-details/c97fc5fbf7d32b8a
1092,Caros Fodor,http://ufcstats.com/fighter-details/01d2ed8c502e3828
1093,Mal Foki,http://ufcstats.com/fighter-details/fa534853eb195270
1094,Matt Foki,http://ufcstats.com/fighter-details/5de61b03868035ff
1095,AJ Fonseca,http://ufcstats.com/fighter-details/0adf1aacda5e26ac
1096,Rob Font,http://ufcstats.com/fighter-details/05339613bf8e9808
1097,Claudionor Fontinelle,http://ufcstats.com/fighter-details/7a82635ffa9b59fe
1098,Jesse Forbes,http://ufcstats.com/fighter-details/947eccadb72f4f6f
1099,Sterling Ford,http://ufcstats.com/fighter-details/a71ce6ff0b4a9dbb
1100,Codale Ford,http://ufcstats.com/fighter-details/5340123d826ceadb
1101,Jussier Formiga,http://ufcstats.com/fighter-details/b102c26727306ab6
1102,Renee Forte,http://ufcstats.com/fighter-details/44bc27bfa76dcd9e
1103,Brianna Fortino,http://ufcstats.com/fighter-details/b53c46f613f6f248
1104,Marcel Fortuna,http://ufcstats.com/fighter-details/d761b3766e38c5db
1105,Brian Foster,http://ufcstats.com/fighter-details/3dc3022232b79c7a
1106,Xavier Foupa-Pokam,http://ufcstats.com/fighter-details/ec33146e43e58933
1107,Mason Fowler,http://ufcstats.com/fighter-details/d745d4146be48679
1108,Brandon Foxworth,http://ufcstats.com/fighter-details/f65a0eb902f9476b
1109,Hermes Franca,http://ufcstats.com/fighter-details/e0ec3c3b6b611f7e
1110,Glaico Franca Moreira,http://ufcstats.com/fighter-details/00a3ff40c4b2cf21
1111,Francisco France,http://ufcstats.com/fighter-details/ecfdbf38681a59ba
1112,John Franchi,http://ufcstats.com/fighter-details/b9532d815060de7f
1113,Rich Franklin,http://ufcstats.com/fighter-details/d897897060f10a3a
1114,Zoila Frausto,http://ufcstats.com/fighter-details/040d3b4c735541aa
1115,Stephanie Frausto,http://ufcstats.com/fighter-details/fee02819a271c050
1116,Zane Frazier,http://ufcstats.com/fighter-details/d3711d3784b76255
1117,Gary Frazier,http://ufcstats.com/fighter-details/3beeeafcbc8b4cbc
1118,Justin Frazier,http://ufcstats.com/fighter-details/78863e4a28204a6b
1119,Ian Freeman,http://ufcstats.com/fighter-details/b4bc2e3353a770b5
1120,Jason Freeman,http://ufcstats.com/fighter-details/5870bd1eadf4f322
1121,Willamy Freire,http://ufcstats.com/fighter-details/f1f37d667bcd0d27
1122,Patricio Freire,http://ufcstats.com/fighter-details/98a58c26c5b1ed17
1123,Patricky Freire,http://ufcstats.com/fighter-details/90e6dde9113830bd
1124,Jeremy  Freitag,http://ufcstats.com/fighter-details/a47e9ec288c91067
1125,Rafael Freitas,http://ufcstats.com/fighter-details/14b9e0f2679a2205
1126,Donavon Frelow,http://ufcstats.com/fighter-details/9aa56f004b2bca07
1127,Josh Fremd,http://ufcstats.com/fighter-details/ca43de99b07b6b40
1128,Clay French,http://ufcstats.com/fighter-details/73321668ff977f1b
1129,Mike French,http://ufcstats.com/fighter-details/756f45905fb20cb5
1130,Matt Frevola,http://ufcstats.com/fighter-details/dccb63727f2f5f74
1131,Jinh Yu Frey,http://ufcstats.com/fighter-details/d05cb1e8d1b885d8
1132,Artem Frolov,http://ufcstats.com/fighter-details/ee704df0afd74558
1133,Sarah Frota,http://ufcstats.com/fighter-details/1641ef250e9de19b
1134,Don Frye,http://ufcstats.com/fighter-details/271fe91f4ba9d2c5
1135,Tony Fryklund,http://ufcstats.com/fighter-details/253de74457bd6374
1136,Adam Fugitt,http://ufcstats.com/fighter-details/a01a62132460a98d
1137,Jesse Fujarczyk,http://ufcstats.com/fighter-details/c3c38c86f5ab9b5c
1138,Katsuhisa Fujii,http://ufcstats.com/fighter-details/d71d968dc6ecfdaf
1139,Megumi Fujii,http://ufcstats.com/fighter-details/fb6c531726447ff3
1140,Kazuyuki Fujita,http://ufcstats.com/fighter-details/b1605ea39fba6af6
1141,Keisuke Fujiwara,http://ufcstats.com/fighter-details/ccd58ff71e260ed5
1142,Riki Fukuda,http://ufcstats.com/fighter-details/7c35f869033901ae
1143,Masio Fullen,http://ufcstats.com/fighter-details/4638cc6479cc0afe
1144,Travis Fulton,http://ufcstats.com/fighter-details/911fb265462f0d94
1145,Sam Fulton,http://ufcstats.com/fighter-details/1f5f75658551f2d3
1146,Masakatsu Funaki,http://ufcstats.com/fighter-details/aa3153a9941b4d44
1147,Ricardo Funch,http://ufcstats.com/fighter-details/e9e1acc96536bb4f
1148,Katsuaki Furuki,http://ufcstats.com/fighter-details/c3e2eca94b2320bc
1149,James Gabert,http://ufcstats.com/fighter-details/fcd8b623892b9a10
1150,Gustavo Gabriel,http://ufcstats.com/fighter-details/fe98f86284a6eeb3
1151,Claudia Gadelha,http://ufcstats.com/fighter-details/ec34349e7dffcde7
1152,Alavutdin Gadjiev,http://ufcstats.com/fighter-details/a7a79b8efbceaaac
1153,Justin Gaethje,http://ufcstats.com/fighter-details/9e8f6c728eb01124
1154,Sheila Gaff,http://ufcstats.com/fighter-details/837d30395faca41e
1155,Muin Gafurov,http://ufcstats.com/fighter-details/a54660deb6a8489c
1156,Mitch Gagnon,http://ufcstats.com/fighter-details/b8592b4a383696cd
1157,Brandon Gaines,http://ufcstats.com/fighter-details/8e6cfbd455f0f9c2
1158,Travis Galbraith,http://ufcstats.com/fighter-details/06dc1a58663579d2
1159,Dave Galera,http://ufcstats.com/fighter-details/0876d21328cf4a45
1160,Zelg Galesic,http://ufcstats.com/fighter-details/8a1b4330c7957961
1161,Mickey Gall,http://ufcstats.com/fighter-details/9e50097a89442158
1162,Daniel Gallemore,http://ufcstats.com/fighter-details/96706c75a2b14164
1163,Tom Gallicchio,http://ufcstats.com/fighter-details/cc81c92fe2254935
1164,Turrell Galloway,http://ufcstats.com/fighter-details/7e654edcddd71550
1165,Eric Galvan,http://ufcstats.com/fighter-details/ad3fdba28a7540cf
1166,Andre Galvao,http://ufcstats.com/fighter-details/45fe6765c56d8018
1167,Marcos Galvao,http://ufcstats.com/fighter-details/e15d0a2519d6a0b5
1168,Lucas Gamaza,http://ufcstats.com/fighter-details/289a3b69b85da7cd
1169,Joey Gambino,http://ufcstats.com/fighter-details/10559c53de0b950e
1170,Manvel Gamburyan,http://ufcstats.com/fighter-details/cc6f9d1e89f3449a
1171,Mateusz Gamrot,http://ufcstats.com/fighter-details/72db2a14ffa73ece
1172,Shamil Gamzatov,http://ufcstats.com/fighter-details/0d980975001ae3d8
1173,Ariel Gandulla,http://ufcstats.com/fighter-details/41904fc4d3f5bffc
1174,Ciryl Gane,http://ufcstats.com/fighter-details/787bb1f087ccff8a
1175,Sean Gannon,http://ufcstats.com/fighter-details/6d7886b094b471ac
1176,Eduardo Garagorri,http://ufcstats.com/fighter-details/7bde387d50829adf
1177,Cody Garbrandt,http://ufcstats.com/fighter-details/d8c7c61b176e3994
1178,Leonard Garcia,http://ufcstats.com/fighter-details/917e53fa0adea0d3
1179,Edgar Garcia,http://ufcstats.com/fighter-details/8d49545dadf9b919
1180,Alejandro Garcia,http://ufcstats.com/fighter-details/e5dc36e0aba7e9da
1181,Alex Garcia,http://ufcstats.com/fighter-details/a2b12c3f3d60ff69
1182,Nick Garcia,http://ufcstats.com/fighter-details/8a04d94dfcfab159
1183,Steve Garcia,http://ufcstats.com/fighter-details/97cf1a2c7c5e7889
1184,Elias Garcia,http://ufcstats.com/fighter-details/ac5a7400da3a9a41
1185,Rafa Garcia,http://ufcstats.com/fighter-details/e132d47bd9efbbe0
1186,Fernie Garcia,http://ufcstats.com/fighter-details/9e92e1ca498d7244
1187,Rulon Gardner,http://ufcstats.com/fighter-details/4f7e290e71d60f87
1188,David Gardner,http://ufcstats.com/fighter-details/70167689d6a01793
1189,Ian Garry,http://ufcstats.com/fighter-details/442c9011034ae1fd
1190,Pablo Garza,http://ufcstats.com/fighter-details/8e5bfd4e82352340
